Date/Time,Electricity:Facility [J](Monthly),Electricity:Building [J](Monthly),InteriorLights:Electricity [J](Monthly),Electricity:HVAC [J](Monthly),Electricity:Plant [J](Monthly),Gas:Plant [J](Monthly),Gas:Facility [J](Monthly),Electricity:Facility [J](RunPeriod),Electricity:Building [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),Electricity:HVAC [J](RunPeriod),Electricity:Plant [J](RunPeriod),Gas:Plant [J](RunPeriod),Gas:Facility [J](RunPeriod) 
January,2771229873.165195,2394630000.0,1610550000.0,181514741.66248826,195085131.50270809,1729450585.5326157,1729450585.5326157,2771229873.165195,2394630000.0,1610550000.0,181514741.66248826,195085131.50270809,1729450585.5326157,1729450585.5326157 
